,BtlNum,Depthm,O2Sat,O2ml_L,RecInd,STheta,Salnty,T_degC,T_prec
29,6.65,204.60496027902266,31.540000000000003,2.071,2.85,27.732599999999998,35.7189,8.189,1.9
30,2.1,43.05,44.31,2.5364999999999998,2.85,27.0774,35.259,9.8135,2.1
31,7.6,177.45,44.205,2.641,3.15,27.73365,35.653800000000004,7.875499999999999,2.1
32,12.6,105.0,90.83550000000001,5.614350000000001,2.85,26.5623225,31.560615,10.9687,2.1
33,14.7,74.55,77.385,4.809,2.85,26.74875,31.71765,10.697,2.1
34,4.2,332.85,37.589999999999996,2.299,2.85,25.2852,35.7294,6.935,2.1
35,24.15,10.45,108.15,5.6335,3.15,25.763849999999998,34.7823,14.212000000000002,2.1
36,12.35,90.3,103.95,5.453,2.85,26.0904,35.07945,13.812999999999999,2.1
37,11.55,120.75,92.715,5.7435,2.85,26.7162,31.7053,10.811,2.1
38,0.9626260811376784,490.2,7.6,0.5984999999999999,2.960927178213548,25.642400000000002,32.45105,4.9305,2.1
39,2.1,418.95,11.2385,0.7866,2.85,25.56203,32.433855,5.51665,1.9
40,14.25,77.7,111.3,6.042,2.85,25.914,34.4379,12.3975,2.1
41,13.3,207.9,60.480000000000004,3.5815,3.15,24.7836,35.3241,8.3695,2.1
42,7.6,177.45,56.07,3.287,2.85,27.51945,35.5698,8.739999999999998,2.1
43,0.95,485.45,7.789999999999999,0.609,2.95772580951984,25.626250000000002,32.47195,5.206,2.1
44,7.6,179.55,41.013000000000005,2.3731,2.85,27.4444905,35.59878,9.3024,2.1
45,18.9,31.5,96.91499999999999,5.1964999999999995,3.15,26.23215,34.977599999999995,12.844,2.1
46,8.4,178.5,42.252,2.4833,2.85,27.5961,35.637105,8.624099999999999,2.1
47,4.2,302.1,27.55,2.058,3.15,25.3099,35.76405,6.935,1.9
48,5.7,232.49643562392052,31.255,2.0995,3.15,27.8985,35.732549999999996,7.2485,2.1
49,14.7,30.45,97.65,5.130000000000001,3.15,26.325599999999998,35.346149999999994,13.68,2.1
50,3.15,370.37317396523093,11.875,0.8075,3.15,28.131600000000002,32.516600000000004,6.8115,1.9
51,18.9,21.0,113.08500000000001,5.776,3.15,25.541249999999998,34.786500000000004,15.142999999999999,2.1
52,4.2,45.15,49.14,2.812,2.85,27.291600000000003,35.5173,9.747,2.1
53,9.45,141.7393479405519,31.065,1.995,2.85,27.555149999999998,32.30665,10.100999999999999,1.9
54,17.1,51.45,106.7115,5.2858,2.85,25.357657500000002,35.02359,16.58035,2.1
55,19.95,14.7,106.03949999999999,5.7209,3.15,26.467749,35.180775,12.489650000000001,2.1
56,11.4,88.2,58.485,3.363,2.85,24.610699999999998,35.375550000000004,9.6425,2.1
57,13.65,73.5,65.31,3.6575,2.85,26.964,35.35035,10.7635,2.1
58,11.4,90.3,60.269999999999996,3.4770000000000003,2.85,24.583815,35.299005,9.494299999999999,2.1
59,17.85,31.5,106.785,5.7475,3.15,26.3424,35.06265,12.6445,2.1
60,4.2,1.9,132.72,7.728000000000001,2.85,23.6265,31.7205,15.036,2.1
61,1.05,519.516987400152,4.94,0.378,3.15,27.555365010647723,32.59545,6.888,1.9
62,18.05,43.05,49.455,2.8785,2.85,27.51105,35.631750000000004,9.044,2.1
63,1.05,525.7863770237917,3.99,0.3045,2.85,28.360500000000002,32.597350000000006,5.7475,1.9
64,13.3,61.95,90.72,4.8260000000000005,2.85,26.21325,35.052150000000005,13.186,2.1
65,19.95,16.8,105.21000000000001,5.367500000000001,3.15,25.52655,34.78965,15.209500000000002,2.1
66,4.2,303.05,14.915,0.988,2.85,25.326999999999998,35.974050000000005,7.8469999999999995,1.9
67,1.05,490.2,4.0280000000000005,0.30974999999999997,2.85,25.6463995,32.571605,5.7285,2.1
68,17.85,46.2,106.89,5.434,3.15,25.559099999999997,34.87365,15.3425,2.1
69,18.9,24.15,93.55499999999999,5.1205,3.15,26.408549999999998,34.94295,11.912999999999998,2.1
70,14.25,61.95,92.295,5.0729999999999995,2.85,26.5587,35.07315,11.685,2.1
71,21.0,1.9,121.275,6.7515,2.85,23.24365,31.8193,17.366999999999997,2.1
72,19.95,10.5,107.83500000000001,5.8045,3.15,26.3046,35.0154,12.6445,2.1
73,14.7,57.75,75.705,4.5885,2.85,26.619600000000002,31.82215,12.999,2.1
74,12.6,2.85,107.205,6.111000000000001,2.85,23.2579,31.536199999999997,16.233,2.1
75,14.25,77.7,106.365,5.339,2.85,25.7922,35.33565,15.827,2.1
76,7.35,199.66337144558642,31.255,2.2995,3.15,27.85755,32.340849999999996,7.562,2.1
77,11.4,88.2,42.105000000000004,2.3844999999999996,3.15,24.5841,35.4963,11.3715,2.1
78,5.25,255.55,25.46,1.8585,3.15,25.23675,35.844899999999996,7.828,1.9
79,4.75,103.95,43.785000000000004,2.508,2.85,24.756050000000002,35.6076,9.756499999999999,2.1
80,12.6,105.0,98.8995,5.933549999999999,2.85,26.1540195,31.420489999999997,12.343350000000001,2.1
81,11.55,114.45,90.09,5.4915,2.85,26.5692,31.7091,11.5425,2.1
82,4.2,236.55,24.32,1.764,3.15,25.156950000000002,35.78925,8.094,1.9
83,5.25,453.15,3.04,0.231,3.15,25.5246,32.5261,6.346,2.1
84,3.15,360.05,22.135,1.6800000000000002,3.15,25.405849999999997,35.7798,6.317500000000001,1.9
85,19.95,16.8,109.095,5.319999999999999,3.15,25.338600000000003,35.2443,17.271,2.1
86,3.8,43.05,66.4965,3.72875,2.85,26.78991,35.128485,10.773,2.1
87,14.25,53.55,78.015,4.351,2.85,26.64375,35.0049,11.02,2.1
88,10.5,115.9,32.015,2.2365,3.15,27.39555,32.2658,9.804,2.1
89,5.25,256.5,17.195,1.26,3.15,25.28425,32.4881,7.809000000000001,2.1
90,1.9,105.0,44.415,2.5555,2.85,24.72375,35.52255,9.594999999999999,2.1
91,15.75,126.0,90.6885,5.5912500000000005,2.85,26.642805,31.67224,11.04945,2.1
92,9.5,131.25,76.02000000000001,4.332,2.85,26.796,34.964999999999996,10.098500000000001,2.1
93,9.45,147.0,66.381,3.88645,2.85,24.543326,35.10486,8.916699999999999,1.9
94,21.0,10.5,110.985,5.681,3.15,25.78905,35.06055,14.991,2.1
95,18.9,21.0,107.72999999999999,5.6335,3.15,25.767,34.74975,14.0695,2.1
96,8.4,176.4,51.239999999999995,3.0305,2.85,24.93465,35.534099999999995,9.2295,2.1
97,15.75,95.0,29.146,2.07585,2.85,24.933548000000002,32.269505,9.89415,2.1
98,14.25,64.05,107.016,5.62495,2.85,25.929498,34.86105,13.7845,2.1
99,18.9,30.45,108.36,5.7,3.15,25.967550000000003,34.89465,13.718,2.1
100,13.3,90.3,105.10499999999999,5.6525,2.85,26.24895,34.9566,12.7015,2.1
101,2.1,417.05,7.0395,0.53445,2.85,25.547723,35.955675,6.2377,2.1
102,22.05,13.65,120.20400000000001,5.73705,3.15,24.954867,35.14875,18.39295,2.1
103,9.5,127.05,74.76,4.319649999999999,2.85,27.016080000000002,35.09625,9.4867,2.1
104,14.25,80.85,109.515,5.7095,2.85,26.1282,35.210699999999996,14.079,2.1
105,14.7,61.95,76.22999999999999,4.7459999999999996,2.85,26.78235,31.735699999999998,11.718,2.1
106,8.4,178.5,44.194500000000005,2.90535,2.85,27.683554500000003,35.636895,8.1149,2.1
107,10.5,126.0,48.3,2.8405,2.85,24.92895,35.579249999999995,8.588,2.1
108,3.15,352.45,15.295000000000002,1.0450000000000002,2.85,25.43815,32.4501,6.536,1.9
109,5.25,257.45,22.135,1.61175,3.15,25.242564,35.87934,7.98095,1.9
110,7.6,182.7,46.095,2.9925,3.15,27.5058,35.53095,8.645,2.1
111,17.85,32.55,95.655,5.1964999999999995,3.15,26.4096,35.022749999999995,12.198,2.1
112,12.6,109.2,81.69,5.019,2.85,26.698349999999998,35.1141,11.172,2.1
113,21.0,10.5,110.14500000000001,5.5195,3.15,25.2945,34.7697,16.0645,2.1
114,21.0,7.6,109.095,5.901,2.85,22.895000000000003,31.796499999999998,18.910500000000003,2.1
115,9.5,131.25,42.0,2.47,3.15,24.97835,35.64855,8.588,1.9
116,5.25,19.0,107.1,6.3525,2.85,23.41655,31.249299999999998,14.2485,2.1
117,4.2,303.05,20.33,1.4805,2.85,25.2681,35.92365,8.841,2.1
118,23.1,1.05,105.94500000000001,5.567,3.15,25.945500000000003,34.8894,13.794,2.1
119,13.65,92.4,98.1015,5.93775,2.85,26.0522745,31.217665,12.0061,2.1
120,1.05,489.25,4.085,0.315,2.85,25.65475,32.60685,5.8425,2.1
121,6.65,123.9,42.105000000000004,2.451,2.85,24.9185,35.65695,8.996500000000001,2.1
122,19.95,15.75,107.94,5.9375,3.15,26.15235,34.57965,11.7895,2.1
123,2.1,416.1,15.105,1.0545,2.85,25.49895,32.3874,5.6905,1.9
124,14.7,63.0,77.175,4.704000000000001,2.85,26.78025,31.933299999999996,12.6525,2.1
125,8.4,162.45,29.545,2.1,2.85,25.010650000000002,32.376,8.987,1.9
126,10.45,114.45,52.185,2.9450000000000003,2.85,24.510949999999998,35.41545,10.3835,2.1
127,16.8,98.7,106.67999999999999,6.027,2.85,25.7439,31.690099999999997,15.0765,2.1
128,7.35,232.1485051505339,48.089999999999996,3.15,3.15,27.64755,35.631750000000004,8.2935,1.9
129,10.5,124.95,57.644999999999996,3.4335,2.85,24.192700000000002,32.142300000000006,13.797,2.1
130,16.15,32.55,60.480000000000004,3.7695,2.85,24.332349999999998,31.841150000000003,11.602500000000001,1.9
131,9.5,137.55,70.56,4.0945,2.85,24.40265,35.00175,10.300500000000001,2.1
132,7.6,176.4,45.989999999999995,2.7359999999999998,3.15,27.64125,35.5908,8.132,2.1
133,19.95,15.75,94.28999999999999,5.0065,3.15,26.337149999999998,35.22225,13.214500000000001,2.1
134,1.05,14.25,106.48049999999999,5.94615,2.85,23.175364,31.69732,17.2494,2.1
135,6.3,42.0,92.61,5.130000000000001,3.15,26.9094,35.408100000000005,11.248,2.1
136,19.95,10.5,112.245,6.489,2.85,26.1702,35.2149,13.908000000000001,1.9
137,14.7,77.7,91.14,5.523,2.85,26.3928,31.5761,13.083,2.1
138,2.1,419.9,8.654499999999999,0.6446999999999999,2.85,25.462356,35.980140000000006,6.9977,2.1
139,16.15,63.0,109.095,5.567,2.85,25.42155,34.65945,15.238,2.1
140,6.65,206.85,38.114999999999995,2.5305,2.85,25.14175,35.69265,7.7330000000000005,2.1
141,11.4,177.45,36.33,2.128,2.85,24.995449999999998,35.695800000000006,8.6925,2.1
142,8.55,151.2,57.855000000000004,3.3914999999999997,2.85,27.441750000000003,35.4732,8.749500000000001,2.1
143,3.15,52.5,58.275,3.612,3.15,24.29435,31.8573,10.782499999999999,1.9
144,7.35,210.0,38.955,2.3085,2.85,25.058149999999998,35.686350000000004,8.2555,2.1
145,18.9,32.55,106.05,5.282,3.15,25.4436,35.0511,16.320999999999998,2.1
146,24.15,64.05,61.845,3.5530000000000004,2.85,27.31155,35.50785,9.6045,2.1
147,18.9,19.95,107.41499999999999,5.7285,3.15,26.3214,35.143499999999996,13.014999999999999,2.1
148,3.15,361.95,11.276499999999999,0.8568,2.85,25.49173,35.58188062227158,6.22345,2.1
149,2.1,415.15,9.88,0.735,3.15,25.4619,35.98245,6.973,2.1
150,13.3,63.0,106.365,5.681,2.85,25.9812,34.71615,13.0625,2.1
151,14.25,77.7,105.94500000000001,5.4719999999999995,2.85,25.925549999999998,35.099399999999996,14.5635,2.1
152,18.9,42.0,108.15,5.7379999999999995,3.15,26.0883,34.93875,13.3475,2.1
153,9.45,51.45,60.017999999999994,3.4694000000000003,2.85,27.226951500000002,35.346885,9.38885,2.1
154,11.4,99.75,74.025,4.5360000000000005,2.85,26.81175,35.2758,11.229000000000001,2.1
155,13.65,73.5,59.619,3.382,2.85,27.0456375,35.315594999999995,10.222,2.1
156,2.85,377.06164557373785,9.31,0.627,2.85,28.1631,34.180407030221474,6.878,1.9
157,8.4,164.35,27.36,1.953,2.85,25.0762,32.414950000000005,9.691500000000001,1.9
158,9.45,21.0,113.4,5.5195,3.15,25.08975,34.9902,17.4705,2.1
159,16.8,43.05,95.13,5.1205,3.15,26.45055,35.188649999999996,12.597,2.1
160,6.65,207.9,52.185,3.1065,2.85,27.6528,35.59395,8.0845,2.1
161,10.45,131.25,101.745,5.712000000000001,2.85,26.236349999999998,32.293350000000004,15.162,1.9
162,23.1,2.1,107.83500000000001,5.567,3.15,25.40475,34.4799,14.7345,2.1
163,6.65,211.05,52.815,3.1065,2.85,27.548849999999998,35.574000000000005,8.5975,2.1
164,4.2,302.1,26.695,2.0055,3.15,25.3517,35.772450000000006,6.6785000000000005,1.9
165,11.4,100.8,55.755,3.173,2.85,24.5613,35.406,10.0605,2.1
166,10.45,103.95,72.765,4.1515,2.85,24.385550000000002,35.14769999999999,10.0225,2.1
167,5.25,258.4,25.84,1.911,3.15,25.2966,35.820750000000004,7.3055,1.9
168,8.55,154.35,53.339999999999996,3.097,2.85,27.26325,35.353500000000004,9.2245,2.1
169,13.65,99.75,104.685,6.048,2.85,25.8615,31.540950000000002,14.0695,2.1
170,17.85,32.55,105.63,5.5954999999999995,3.15,26.0946,34.96185,13.395,2.1
171,15.2,70.35,106.58550000000001,5.529,4.75,25.678831499999998,34.73673,14.43905,2.1
172,12.35,89.25,51.45,2.9450000000000003,2.85,27.19815,35.41965,9.841999999999999,2.1
173,6.65,78.75,106.155,5.51,2.85,25.833150000000003,34.91355,14.3545,2.1
174,9.45,151.2,70.455,4.085,2.85,24.5917,35.259,9.272,1.9
175,21.0,18.9,109.935,5.529,3.15,25.78485,35.3094,15.770000000000001,2.1
176,4.2,302.1,24.035,1.806,2.85,25.3555,35.776650000000004,7.3709999999999996,2.1
177,14.25,87.15,106.785,5.2535,2.85,25.79115,35.641200000000005,16.729499999999998,2.1
178,10.45,118.65,96.705,5.775,2.85,26.215349999999997,31.540950000000002,12.520999999999999,1.9
179,2.1,413.25,12.92,0.987,2.85,25.50275,32.42255,6.4995,2.1
180,6.3,418.0,2.375,0.17850000000000002,2.85,25.4771,32.51945,6.6594999999999995,2.1
181,14.25,52.5,102.06,5.51,2.85,25.996950000000002,34.60485,12.6065,2.1
182,7.6,173.25,55.86,3.287,2.85,27.5415,35.5677,8.5975,2.1
183,8.55,150.15,84.525,4.712,2.85,26.6637,35.04585,11.0865,2.1
184,10.5,131.25,94.185,5.5755,2.85,26.336100000000002,31.7699,12.863,2.1
185,21.0,0.95,111.72,6.048,2.85,23.0223,31.948500000000003,18.858,2.1
186,7.6,178.5,50.61,3.2655,2.85,24.897599999999997,35.60655,9.849,1.9
187,7.35,210.0,48.93,2.8785,2.85,24.926099999999998,35.579249999999995,8.6165,1.9
188,9.45,10.5,107.41499999999999,6.0375,2.85,23.1135,34.8621,15.352,1.9
189,13.65,73.5,81.47999999999999,4.977,2.85,26.747700000000002,31.8763,12.5685,2.1
190,15.2,80.75,32.015,2.2470000000000003,2.85,27.4344,32.261050000000004,9.576,1.9
191,6.3,218.5,18.2685,1.33455,3.15,25.270285,35.888265,7.83085,2.1
192,19.95,10.45,105.9555,6.0228,2.85,23.32877,31.652575,16.32855,2.1
193,7.35,16.15,120.4455,6.7956,2.85,23.359027500000003,31.782439999999998,16.67505,2.1
194,6.3,218.5,23.351,1.67475,3.15,25.106809,35.82999,8.622200000000001,1.9
195,1.05,521.5917714237287,5.396,0.41895000000000004,3.15,27.814284368075413,32.51052,5.9346000000000005,1.9
196,10.5,10.5,100.065,5.339,2.85,23.5505,34.7907,13.100499999999998,1.9
197,19.95,10.5,106.67999999999999,5.5954999999999995,3.15,25.725,34.6437,13.927,2.1
198,12.6,112.35,105.315,5.9955,2.85,26.23425,32.12615,14.591999999999999,2.1
199,8.55,150.15,52.92,3.0780000000000003,2.85,27.35145,35.44905,9.1485,2.1
200,10.5,130.2,99.435,5.775,2.85,26.55555,32.2202,13.585,2.1
201,2.1,414.2,7.885000000000001,0.5415,2.85,25.565450000000002,32.5299,6.0515,1.9
202,4.2,300.2,24.89,1.8900000000000001,3.15,25.3783,35.74515,6.3365,1.9
203,18.9,22.05,108.465,5.918500000000001,3.15,26.4705,35.049,12.008000000000001,2.1
204,4.75,274.22903607162834,31.255,2.109,2.85,27.93945,32.3342,7.7595,1.9
205,14.25,52.5,85.4385,4.69015,2.85,26.5783245,35.10864,11.72775,2.1
206,13.3,63.0,99.64500000000001,5.4055,2.85,26.1807,34.7697,12.35,2.1
207,4.2,303.05,11.818,0.86625,3.15,25.355148500000002,35.97489,7.69215,1.9
208,4.2,5.7,111.51,6.258,2.85,23.34435,31.831649999999996,16.926000000000002,2.1
209,23.1,5.7,109.30499999999999,5.358,3.15,25.1118,34.895700000000005,17.119,2.1
210,10.45,105.0,61.845,3.9899999999999998,2.85,27.25695,35.287349999999996,8.968,2.1
211,13.3,79.8,103.635,5.5385,2.85,26.1492,34.9209,13.024500000000002,2.1
212,13.65,98.7,105.10499999999999,5.9639999999999995,2.85,25.9875,31.896250000000002,14.801,2.1
213,14.25,51.45,88.30499999999999,4.854500000000001,2.85,26.7162,35.253750000000004,11.5995,2.1
214,5.25,255.55,22.8,1.6905000000000001,3.15,25.32985,35.84175,7.1819999999999995,1.9
215,16.8,44.1,100.69500000000001,5.529,3.15,26.68575,35.23485,11.6755,2.1
216,8.4,304.0,7.315,0.5355,3.15,25.3403,35.92575,8.316,1.9
217,1.9,413.25,13.87,1.0605,2.85,25.4942,32.433949999999996,6.023,2.1
218,11.4,89.25,60.669000000000004,3.4598999999999998,2.85,24.46744,35.25795,10.00635,2.1
219,12.35,73.5,102.795,5.3542000000000005,2.85,25.9707735,35.031255,14.1683,2.1
220,3.15,361.0,9.5,0.7244999999999999,2.85,25.4828,32.45865,6.909,2.1
221,1.05,517.5043780545029,4.085,0.315,3.15,27.601939989622917,32.6116,6.636,2.1
222,3.15,10.5,72.135,4.483499999999999,2.85,24.3884,35.30415,10.621,1.9
223,18.9,31.5,106.995,5.2345,3.15,25.1223,34.9377,17.2045,2.1
224,10.45,114.45,72.975,4.1705,2.85,26.886300000000002,35.0469,9.956,2.1
225,5.25,255.55,31.312,2.30475,3.15,25.1961185,32.324415,7.5658,2.1
226,19.95,16.8,106.995,5.5954999999999995,3.15,25.7313,34.69515,14.0695,2.1
227,8.4,1.9,95.44500000000001,5.922,2.85,24.2193,31.7471,11.844,2.1
228,3.15,373.33310680507213,15.6085,1.1885999999999999,2.85,28.110284999999998,32.37467,6.1579,1.9
229,22.05,6.65,111.19500000000001,5.7645,2.85,22.46085,31.938999999999997,21.273000000000003,2.1
230,14.25,69.3,91.66499999999999,5.044499999999999,2.85,26.5062,34.9902,11.628,2.1
231,7.35,210.0,54.9045,3.26895,2.85,27.6631845,35.603294999999996,8.08545,2.1
232,6.3,216.6,21.755,1.575,3.15,25.2282,35.920500000000004,8.2365,1.9
233,2.85,382.5060549798882,10.6875,0.79695,2.85,28.112080499999998,35.30376852812382,6.9635,2.1
234,10.45,105.0,50.19,2.8975,2.85,24.756999999999998,35.53095,9.4335,2.1
235,8.4,1.9,90.825,5.407500000000001,2.85,23.96185,31.870600000000003,13.8915,2.1
236,9.5,131.25,87.801,5.292,2.85,26.3772285,34.94064,12.07925,2.1
237,8.55,145.95,89.775,5.035,2.85,26.669999999999998,34.9818,10.811,2.1
238,8.55,145.95,52.605000000000004,3.0685,2.85,27.25065,35.28945,9.0155,2.1
239,8.55,172.2,67.83,3.914,2.85,24.55085,35.2611,10.5315,2.1
240,22.05,2.1,107.94,5.51,3.15,25.4373,34.67100000000001,15.2,2.1
241,3.8,302.1,14.44,0.9785,2.85,25.4334,35.887950000000004,6.6785000000000005,2.1
242,5.25,257.45,22.0875,1.6338000000000001,3.15,25.283271499999998,35.8029,7.3378000000000005,1.9
243,21.0,2.1,109.725,5.6145000000000005,3.15,25.59795,34.8369,15.067,2.1
244,7.6,178.5,56.910000000000004,3.3345,2.85,27.44805,35.48685,8.778,2.1
245,4.2,190.95,23.085,1.6485,3.15,25.1408,35.919450000000005,8.778,1.9
246,5.25,255.55,16.15,1.1969999999999998,3.15,25.3745,32.511849999999995,7.3245,2.1
247,18.9,26.25,106.491,5.2725,3.15,25.007104499999997,34.614825,16.7143,2.1
248,2.1,418.0,7.5905000000000005,0.5754,3.15,25.535487000000003,33.03584366582687,6.312749999999999,2.1
249,5.25,1.9,128.835,6.6255,2.85,22.272750000000002,31.84875,21.7665,2.1
250,4.2,304.95,12.16,0.903,3.15,25.3916,35.9184,7.1345,1.9
251,15.2,61.95,110.754,5.49195,2.85,25.41147,35.070525,16.51575,2.1
252,1.05,517.5430778097972,4.369999999999999,0.336,3.15,27.790791551251793,32.5812,6.0795,1.9
253,14.25,53.55,103.7505,5.5309,2.85,26.3320365,35.163239999999995,13.04635,2.1
254,8.4,178.5,38.346000000000004,2.20305,2.85,27.436437,35.657685,9.59405,2.1
255,4.2,304.0,11.780000000000001,0.8714999999999999,3.15,25.38875,35.9394,7.258,1.9
256,9.5,126.0,43.47,2.5460000000000003,2.85,24.855800000000002,35.5257,8.8065,2.1
257,21.0,10.5,106.03949999999999,5.4948,3.15,25.9243425,35.04753,14.39725,2.1
258,12.35,73.5,91.35,5.1395,2.85,26.7015,34.986,10.659,2.1
259,3.8,530.2359175157053,0.028499999999999998,0.0021,2.85,25.564442999999997,32.54738,6.2206,1.9
260,18.9,19.95,108.255,5.7285,3.15,26.124,35.01435,13.433,2.1
261,6.3,42.0,65.205,3.6479999999999997,3.15,26.8947,35.278949999999995,10.83,2.1
262,4.2,304.0,11.495,0.85155,3.15,25.392075,35.93835,7.26085,1.9
263,4.75,159.6,84.94500000000001,4.8735,2.85,26.7876,34.895700000000005,9.861,2.1
264,3.15,19.0,108.675,6.51,2.85,23.63695,31.40415,13.691999999999998,2.1
265,8.55,151.2,76.755,4.465,2.85,27.01335,35.03325,9.2245,2.1
266,2.1,418.0,5.795,0.4030606262232227,2.85,27.98887993586911,35.9961,6.993,1.9
267,14.7,79.8,92.631,5.439,2.85,26.250525,31.76591,13.2297,2.1
268,2.85,361.0,12.635000000000002,0.9555,2.85,25.4695,32.4919,6.5455,2.1
269,7.35,190.0,26.314999999999998,1.729,2.85,25.157899999999998,35.79345,8.9565,1.9
270,10.45,115.5,74.76,4.180000000000001,2.85,26.83695,35.20965,10.8585,2.1
271,4.2,40.95,79.17,4.123,3.15,26.2857,35.413349999999994,14.0695,2.1
272,1.05,520.5706355090424,5.51,0.4305,3.15,27.888054696689778,32.509,5.533499999999999,2.1
273,16.8,229.04239833118493,48.93,2.9545,3.15,27.79455,32.24965,7.4670000000000005,2.1
274,4.75,280.35,43.785000000000004,2.6695,2.85,25.2453,35.7063,7.0965,2.1
275,22.05,2.1,107.1,5.282,3.15,25.38375,35.11725,16.739,2.1
276,2.1,416.1,9.594999999999999,0.735,2.85,25.55595,35.8932,5.7855,2.1
277,4.2,303.05,13.205,0.9765,3.15,25.3764,32.525150000000004,7.391,2.1
278,13.65,139.5351635860259,29.354999999999997,1.9,2.85,27.6927,32.38075,9.6495,1.9
279,7.35,207.9,38.114999999999995,2.28,2.85,25.165499999999998,35.75145,7.8565,2.1
280,10.5,134.4,97.02000000000001,5.7225,2.85,26.355,31.824050000000003,12.9865,2.1
281,21.0,489.25,7.789999999999999,0.5984999999999999,3.15,25.595850000000002,32.5147,5.7285,2.1
282,5.25,256.5,24.0065,1.7346,3.15,25.16854,35.846894999999996,8.31345,1.9
283,22.05,2.1,110.67,5.6715,3.15,25.876199999999997,35.138250000000006,14.877,2.1
284,14.25,52.5,83.78999999999999,4.5885,2.85,26.48835,35.02905,11.856,2.1
285,11.55,106.05,39.480000000000004,2.2705,3.15,24.8216,35.63595,9.4905,2.1
286,3.15,377.2325769504479,10.355,0.6935,2.85,28.12425,35.98350000000001,7.833,1.9
287,18.9,21.0,99.96000000000001,5.35325,3.15,26.4251085,35.21962499999999,12.81835,2.1
288,14.25,65.1,106.071,5.2677499999999995,2.85,25.2740775,34.882785,16.492,2.1
289,12.6,89.25,81.5325,5.0799,2.85,26.759249999999998,31.698459999999997,10.57255,2.1
290,5.25,282.45,37.358999999999995,2.2553,2.85,25.197305999999998,35.712075,7.485049999999999,2.1
291,18.9,21.0,109.41,5.643000000000001,3.15,25.92135,35.11095,14.611,2.1
292,18.9,21.0,105.735,5.832999999999999,3.15,26.6301,35.11725,11.5045,2.1
293,3.15,29.4,105.63,5.4910000000000005,3.15,25.842599999999997,34.91355,14.307,2.1
294,7.6,105.0,59.114999999999995,3.7800000000000002,2.85,27.25275,35.3661,9.329,2.1
295,17.85,31.5,101.535,5.5005,3.15,26.3382,34.9797,12.369,2.1
296,4.2,19.0,113.295,6.7725,2.85,23.854499999999998,31.69675,13.7445,2.1
297,10.45,105.0,53.319,3.0713500000000002,2.85,24.61906,35.36001,9.5437,2.1
298,15.2,52.5,106.365,5.6145000000000005,2.85,26.0064,34.900949999999995,13.5755,2.1
299,19.95,31.5,74.025,4.0755,3.15,26.72355,35.25795,11.580499999999999,2.1
300,16.8,42.0,80.262,4.4023,3.15,26.658807,35.2149,11.7344,2.1
